ticket_id,fecha_hora,fecha,hora,producto,categoria,cantidad,precio_unitario,total,medio_pago
T-20260425-5804,2026-04-25 20:28:06,2026-04-25,20,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-5804,2026-04-25 20:28:06,2026-04-25,20,Tabla Para Compartir,Comida,2,14900,29800,Efectivo
T-20260425-3907,2026-04-25 20:37:06,2026-04-25,20,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-3907,2026-04-25 20:37:06,2026-04-25,20,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260425-3314,2026-04-25 13:31:06,2026-04-25,13,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260425-3314,2026-04-25 13:31:06,2026-04-25,13,Bebida Lata,Bebidas,2,2000,4000,Credito
T-20260425-3314,2026-04-25 13:31:06,2026-04-25,13,Papas Bravas,Comida,2,6500,13000,Credito
T-20260425-3314,2026-04-25 13:31:06,2026-04-25,13,Hamburguesa Clásica,Comida,1,8900,8900,Efectivo
T-20260425-2703,2026-04-25 23:42:06,2026-04-25,23,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260425-5079,2026-04-25 14:53:06,2026-04-25,14,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-1475,2026-04-25 20:15:06,2026-04-25,20,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-1475,2026-04-25 20:15:06,2026-04-25,20,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260425-4864,2026-04-25 19:29:06,2026-04-25,19,Tabla Para Compartir,Comida,2,14900,29800,Efectivo
T-20260425-4864,2026-04-25 19:29:06,2026-04-25,19,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260425-4864,2026-04-25 19:29:06,2026-04-25,19,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-4864,2026-04-25 19:29:06,2026-04-25,19,Papas Bravas,Comida,3,6500,19500,Efectivo
T-20260425-7987,2026-04-25 15:23:06,2026-04-25,15,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260425-7987,2026-04-25 15:23:06,2026-04-25,15,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-7987,2026-04-25 15:23:06,2026-04-25,15,Tabla Para Compartir,Comida,1,14900,14900,Transferencia
T-20260425-7987,2026-04-25 15:23:06,2026-04-25,15,Bebida Lata,Bebidas,1,2000,2000,Transferencia
T-20260425-2211,2026-04-25 18:23:06,2026-04-25,18,Papas Bravas,Comida,3,6500,19500,Efectivo
T-20260425-2211,2026-04-25 18:23:06,2026-04-25,18,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260425-2211,2026-04-25 18:23:06,2026-04-25,18,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260425-8477,2026-04-25 13:21:06,2026-04-25,13,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260425-8956,2026-04-25 17:59:06,2026-04-25,17,Papas Bravas,Comida,1,6500,6500,Debito
T-20260425-8956,2026-04-25 17:59:06,2026-04-25,17,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-2455,2026-04-25 12:30:06,2026-04-25,12,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260425-5673,2026-04-25 19:00:06,2026-04-25,19,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260425-5673,2026-04-25 19:00:06,2026-04-25,19,Papas Bravas,Comida,2,6500,13000,Credito
T-20260425-6630,2026-04-25 16:06:06,2026-04-25,16,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-5461,2026-04-25 22:35:06,2026-04-25,22,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260425-9370,2026-04-25 14:33:06,2026-04-25,14,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260425-9370,2026-04-25 14:33:06,2026-04-25,14,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-8149,2026-04-25 21:41:06,2026-04-25,21,Tabla Para Compartir,Comida,3,14900,44700,Credito
T-20260425-8100,2026-04-25 17:09:06,2026-04-25,17,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260425-8918,2026-04-25 20:31:06,2026-04-25,20,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260425-8918,2026-04-25 20:31:06,2026-04-25,20,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260425-8918,2026-04-25 20:31:06,2026-04-25,20,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-1772,2026-04-25 18:38:06,2026-04-25,18,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260425-1772,2026-04-25 18:38:06,2026-04-25,18,Tabla Para Compartir,Comida,1,14900,14900,Credito
T-20260425-1772,2026-04-25 18:38:06,2026-04-25,18,Pisco Sour,Bebidas,2,5500,11000,Transferencia
T-20260425-2115,2026-04-25 21:16:06,2026-04-25,21,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260425-4521,2026-04-25 18:12:06,2026-04-25,18,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260425-4521,2026-04-25 18:12:06,2026-04-25,18,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260425-4521,2026-04-25 18:12:06,2026-04-25,18,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-5377,2026-04-25 22:45:06,2026-04-25,22,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260425-4135,2026-04-25 19:51:06,2026-04-25,19,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260425-4273,2026-04-25 20:36:06,2026-04-25,20,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260425-4273,2026-04-25 20:36:06,2026-04-25,20,Papas Bravas,Comida,2,6500,13000,Credito
T-20260425-4273,2026-04-25 20:36:06,2026-04-25,20,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-4273,2026-04-25 20:36:06,2026-04-25,20,Pisco Sour,Bebidas,3,5500,16500,Efectivo
T-20260425-4559,2026-04-25 23:42:06,2026-04-25,23,Bebida Lata,Bebidas,2,2000,4000,Transferencia
T-20260425-4559,2026-04-25 23:42:06,2026-04-25,23,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260425-4559,2026-04-25 23:42:06,2026-04-25,23,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260425-4559,2026-04-25 23:42:06,2026-04-25,23,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-8489,2026-04-25 20:01:06,2026-04-25,20,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-8489,2026-04-25 20:01:06,2026-04-25,20,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-9517,2026-04-25 16:35:06,2026-04-25,16,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-2514,2026-04-25 16:07:06,2026-04-25,16,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-2514,2026-04-25 16:07:06,2026-04-25,16,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260425-2514,2026-04-25 16:07:06,2026-04-25,16,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260425-2357,2026-04-25 14:23:06,2026-04-25,14,Papas Bravas,Comida,2,6500,13000,Debito
T-20260425-2357,2026-04-25 14:23:06,2026-04-25,14,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-2357,2026-04-25 14:23:06,2026-04-25,14,Tabla Para Compartir,Comida,3,14900,44700,Transferencia
T-20260425-2197,2026-04-25 13:36:06,2026-04-25,13,Cerveza IPA,Bebidas,2,4500,9000,Efectivo
T-20260425-2197,2026-04-25 13:36:06,2026-04-25,13,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260425-5260,2026-04-25 18:05:06,2026-04-25,18,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260425-5260,2026-04-25 18:05:06,2026-04-25,18,Papas Bravas,Comida,2,6500,13000,Debito
T-20260425-2110,2026-04-25 20:47:06,2026-04-25,20,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-2110,2026-04-25 20:47:06,2026-04-25,20,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260425-5497,2026-04-25 15:13:06,2026-04-25,15,Papas Bravas,Comida,1,6500,6500,Credito
T-20260425-5497,2026-04-25 15:13:06,2026-04-25,15,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260425-5497,2026-04-25 15:13:06,2026-04-25,15,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260425-5021,2026-04-25 18:49:06,2026-04-25,18,Papas Bravas,Comida,1,6500,6500,Debito
T-20260425-5021,2026-04-25 18:49:06,2026-04-25,18,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-5021,2026-04-25 18:49:06,2026-04-25,18,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-8058,2026-04-25 19:21:06,2026-04-25,19,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260425-8058,2026-04-25 19:21:06,2026-04-25,19,Hamburguesa Clásica,Comida,1,8900,8900,Efectivo
T-20260425-9131,2026-04-25 21:22:06,2026-04-25,21,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260425-9131,2026-04-25 21:22:06,2026-04-25,21,Papas Bravas,Comida,3,6500,19500,Credito
T-20260425-2342,2026-04-25 23:33:06,2026-04-25,23,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-2342,2026-04-25 23:33:06,2026-04-25,23,Cerveza IPA,Bebidas,1,4500,4500,Transferencia
T-20260425-2342,2026-04-25 23:33:06,2026-04-25,23,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-2342,2026-04-25 23:33:06,2026-04-25,23,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260425-2461,2026-04-25 13:41:06,2026-04-25,13,Tabla Para Compartir,Comida,2,14900,29800,Debito
T-20260425-9150,2026-04-25 22:18:06,2026-04-25,22,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-8254,2026-04-25 17:36:06,2026-04-25,17,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-8254,2026-04-25 17:36:06,2026-04-25,17,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-8927,2026-04-25 13:11:06,2026-04-25,13,Papas Bravas,Comida,2,6500,13000,Credito
T-20260425-3867,2026-04-25 17:07:06,2026-04-25,17,Tabla Para Compartir,Comida,3,14900,44700,Credito
T-20260425-3867,2026-04-25 17:07:06,2026-04-25,17,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260425-3867,2026-04-25 17:07:06,2026-04-25,17,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260425-3867,2026-04-25 17:07:06,2026-04-25,17,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260425-4372,2026-04-25 12:53:06,2026-04-25,12,Papas Bravas,Comida,1,6500,6500,Credito
T-20260425-4372,2026-04-25 12:53:06,2026-04-25,12,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260425-2741,2026-04-25 12:27:06,2026-04-25,12,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260425-2741,2026-04-25 12:27:06,2026-04-25,12,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-2741,2026-04-25 12:27:06,2026-04-25,12,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260425-2741,2026-04-25 12:27:06,2026-04-25,12,Cerveza IPA,Bebidas,1,4500,4500,Credito
T-20260425-4740,2026-04-25 14:42:06,2026-04-25,14,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-5320,2026-04-25 18:32:06,2026-04-25,18,Bebida Lata,Bebidas,3,2000,6000,Efectivo
T-20260425-5320,2026-04-25 18:32:06,2026-04-25,18,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-5320,2026-04-25 18:32:06,2026-04-25,18,Papas Bravas,Comida,2,6500,13000,Credito
T-20260425-5879,2026-04-25 14:33:06,2026-04-25,14,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260425-9579,2026-04-25 20:14:06,2026-04-25,20,Cerveza IPA,Bebidas,2,4500,9000,Transferencia
T-20260425-9579,2026-04-25 20:14:06,2026-04-25,20,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-9579,2026-04-25 20:14:06,2026-04-25,20,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260425-9579,2026-04-25 20:14:06,2026-04-25,20,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-4499,2026-04-25 23:23:06,2026-04-25,23,Papas Bravas,Comida,3,6500,19500,Credito
T-20260425-9729,2026-04-25 16:02:06,2026-04-25,16,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-9729,2026-04-25 16:02:06,2026-04-25,16,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260425-9729,2026-04-25 16:02:06,2026-04-25,16,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-9729,2026-04-25 16:02:06,2026-04-25,16,Tabla Para Compartir,Comida,1,14900,14900,Credito
T-20260425-2990,2026-04-25 17:59:06,2026-04-25,17,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-2990,2026-04-25 17:59:06,2026-04-25,17,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260425-4023,2026-04-25 22:27:06,2026-04-25,22,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260425-4023,2026-04-25 22:27:06,2026-04-25,22,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260425-4023,2026-04-25 22:27:06,2026-04-25,22,Tabla Para Compartir,Comida,3,14900,44700,Debito
T-20260425-3236,2026-04-25 17:19:06,2026-04-25,17,Papas Bravas,Comida,3,6500,19500,Transferencia
T-20260425-1586,2026-04-25 18:17:06,2026-04-25,18,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-1586,2026-04-25 18:17:06,2026-04-25,18,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260425-1586,2026-04-25 18:17:06,2026-04-25,18,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260425-8964,2026-04-25 16:10:06,2026-04-25,16,Pisco Sour,Bebidas,2,5500,11000,Transferencia
T-20260425-8964,2026-04-25 16:10:06,2026-04-25,16,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260425-9507,2026-04-25 22:19:06,2026-04-25,22,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260425-4619,2026-04-25 19:31:06,2026-04-25,19,Papas Bravas,Comida,3,6500,19500,Credito
T-20260425-4619,2026-04-25 19:31:06,2026-04-25,19,Papas Bravas,Comida,1,6500,6500,Efectivo
T-20260425-4619,2026-04-25 19:31:06,2026-04-25,19,Papas Bravas,Comida,3,6500,19500,Debito
T-20260425-3677,2026-04-25 16:33:06,2026-04-25,16,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260425-3677,2026-04-25 16:33:06,2026-04-25,16,Bebida Lata,Bebidas,2,2000,4000,Transferencia
T-20260425-3677,2026-04-25 16:33:06,2026-04-25,16,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260425-3758,2026-04-25 19:31:06,2026-04-25,19,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-8836,2026-04-25 14:38:06,2026-04-25,14,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260425-8836,2026-04-25 14:38:06,2026-04-25,14,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260425-8836,2026-04-25 14:38:06,2026-04-25,14,Cerveza IPA,Bebidas,1,4500,4500,Credito
T-20260425-8778,2026-04-25 15:21:06,2026-04-25,15,Papas Bravas,Comida,2,6500,13000,Transferencia
T-20260425-8778,2026-04-25 15:21:06,2026-04-25,15,Hamburguesa Clásica,Comida,2,8900,17800,Efectivo
T-20260425-8778,2026-04-25 15:21:06,2026-04-25,15,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260425-5148,2026-04-25 22:39:06,2026-04-25,22,Bebida Lata,Bebidas,3,2000,6000,Efectivo
T-20260425-5148,2026-04-25 22:39:06,2026-04-25,22,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260425-5148,2026-04-25 22:39:06,2026-04-25,22,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260425-5148,2026-04-25 22:39:06,2026-04-25,22,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260425-8752,2026-04-25 23:29:06,2026-04-25,23,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260425-8752,2026-04-25 23:29:06,2026-04-25,23,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-9668,2026-04-25 15:14:06,2026-04-25,15,Hamburguesa Clásica,Comida,3,8900,26700,Debito
T-20260425-9668,2026-04-25 15:14:06,2026-04-25,15,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-9668,2026-04-25 15:14:06,2026-04-25,15,Hamburguesa Clásica,Comida,2,8900,17800,Efectivo
T-20260425-9668,2026-04-25 15:14:06,2026-04-25,15,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260425-4810,2026-04-25 18:34:06,2026-04-25,18,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260425-4810,2026-04-25 18:34:06,2026-04-25,18,Pisco Sour,Bebidas,1,5500,5500,Efectivo
T-20260425-2161,2026-04-25 20:12:06,2026-04-25,20,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-2161,2026-04-25 20:12:06,2026-04-25,20,Tabla Para Compartir,Comida,2,14900,29800,Transferencia
T-20260425-2161,2026-04-25 20:12:06,2026-04-25,20,Papas Bravas,Comida,1,6500,6500,Credito
T-20260425-2161,2026-04-25 20:12:06,2026-04-25,20,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260425-2148,2026-04-25 23:16:06,2026-04-25,23,Papas Bravas,Comida,1,6500,6500,Debito
T-20260425-2148,2026-04-25 23:16:06,2026-04-25,23,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260425-2148,2026-04-25 23:16:06,2026-04-25,23,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260425-3810,2026-04-25 22:30:06,2026-04-25,22,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260425-3810,2026-04-25 22:30:06,2026-04-25,22,Bebida Lata,Bebidas,2,2000,4000,Transferencia
T-20260425-3810,2026-04-25 22:30:06,2026-04-25,22,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260425-3810,2026-04-25 22:30:06,2026-04-25,22,Hamburguesa Clásica,Comida,2,8900,17800,Credito
T-20260425-4080,2026-04-25 17:55:06,2026-04-25,17,Cerveza IPA,Bebidas,2,4500,9000,Credito
T-20260425-4080,2026-04-25 17:55:06,2026-04-25,17,Cerveza IPA,Bebidas,3,4500,13500,Debito
T-20260425-4080,2026-04-25 17:55:06,2026-04-25,17,Hamburguesa Clásica,Comida,1,8900,8900,Credito
T-20260425-4080,2026-04-25 17:55:06,2026-04-25,17,Bebida Lata,Bebidas,3,2000,6000,Transferencia
T-20260425-3415,2026-04-25 15:30:06,2026-04-25,15,Cerveza IPA,Bebidas,1,4500,4500,Efectivo
T-20260425-3415,2026-04-25 15:30:06,2026-04-25,15,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260425-3415,2026-04-25 15:30:06,2026-04-25,15,Bebida Lata,Bebidas,3,2000,6000,Transferencia
T-20260425-3415,2026-04-25 15:30:06,2026-04-25,15,Bebida Lata,Bebidas,2,2000,4000,Debito
T-20260425-6949,2026-04-25 19:27:06,2026-04-25,19,Bebida Lata,Bebidas,1,2000,2000,Credito
T-20260425-6949,2026-04-25 19:27:06,2026-04-25,19,Papas Bravas,Comida,1,6500,6500,Credito
T-20260425-6949,2026-04-25 19:27:06,2026-04-25,19,Bebida Lata,Bebidas,1,2000,2000,Debito
T-20260426-9694,2026-04-26 19:17:06,2026-04-26,19,Bebida Lata,Bebidas,2,2000,4000,Credito
T-20260426-2169,2026-04-26 18:43:06,2026-04-26,18,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260426-5702,2026-04-26 18:39:06,2026-04-26,18,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260426-5702,2026-04-26 18:39:06,2026-04-26,18,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260426-5702,2026-04-26 18:39:06,2026-04-26,18,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260426-5702,2026-04-26 18:39:06,2026-04-26,18,Tabla Para Compartir,Comida,2,14900,29800,Credito
T-20260426-4106,2026-04-26 12:51:06,2026-04-26,12,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260426-4106,2026-04-26 12:51:06,2026-04-26,12,Pisco Sour,Bebidas,3,5500,16500,Credito
T-20260426-4106,2026-04-26 12:51:06,2026-04-26,12,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260426-1123,2026-04-26 12:46:06,2026-04-26,12,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260426-1123,2026-04-26 12:46:06,2026-04-26,12,Bebida Lata,Bebidas,3,2000,6000,Debito
T-20260426-1342,2026-04-26 16:59:06,2026-04-26,16,Cerveza IPA,Bebidas,1,4500,4500,Debito
T-20260426-7631,2026-04-26 12:18:06,2026-04-26,12,Cerveza IPA,Bebidas,1,4500,4500,Efectivo
T-20260426-2685,2026-04-26 19:09:06,2026-04-26,19,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260426-2685,2026-04-26 19:09:06,2026-04-26,19,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260426-2685,2026-04-26 19:09:06,2026-04-26,19,Hamburguesa Clásica,Comida,1,8900,8900,Efectivo
T-20260426-7186,2026-04-26 23:50:06,2026-04-26,23,Tabla Para Compartir,Comida,1,14900,14900,Debito
T-20260426-7546,2026-04-26 22:07:06,2026-04-26,22,Hamburguesa Clásica,Comida,3,8900,26700,Efectivo
T-20260426-7546,2026-04-26 22:07:06,2026-04-26,22,Hamburguesa Clásica,Comida,2,8900,17800,Debito
T-20260426-5567,2026-04-26 19:26:06,2026-04-26,19,Papas Bravas,Comida,1,6500,6500,Debito
T-20260426-5567,2026-04-26 19:26:06,2026-04-26,19,Papas Bravas,Comida,3,6500,19500,Credito
T-20260426-5567,2026-04-26 19:26:06,2026-04-26,19,Pisco Sour,Bebidas,1,5500,5500,Debito
T-20260426-5567,2026-04-26 19:26:06,2026-04-26,19,Cerveza IPA,Bebidas,3,4500,13500,Credito
T-20260426-2249,2026-04-26 14:06:06,2026-04-26,14,Pisco Sour,Bebidas,1,5500,5500,Credito
T-20260426-2249,2026-04-26 14:06:06,2026-04-26,14,Hamburguesa Clásica,Comida,3,8900,26700,Credito
T-20260426-5604,2026-04-26 18:21:06,2026-04-26,18,Papas Bravas,Comida,1,6500,6500,Debito
T-20260426-5604,2026-04-26 18:21:06,2026-04-26,18,Bebida Lata,Bebidas,1,2000,2000,Credito
T-20260426-4508,2026-04-26 16:40:06,2026-04-26,16,Pisco Sour,Bebidas,2,5500,11000,Credito
T-20260426-4508,2026-04-26 16:40:06,2026-04-26,16,Hamburguesa Clásica,Comida,1,8900,8900,Debito
T-20260426-2846,2026-04-26 22:02:06,2026-04-26,22,Pisco Sour,Bebidas,3,5500,16500,Debito
T-20260426-2846,2026-04-26 22:02:06,2026-04-26,22,Pisco Sour,Bebidas,2,5500,11000,Debito
T-20260426-5815,2026-04-26 16:01:06,2026-04-26,16,Bebida Lata,Bebidas,3,2000,6000,Credito
T-20260426-5815,2026-04-26 16:01:06,2026-04-26,16,Hamburguesa Clásica,Comida,1,8900,8900,Efectivo
T-20260426-5815,2026-04-26 16:01:06,2026-04-26,16,Cerveza IPA,Bebidas,2,4500,9000,Debito
T-20260426-5815,2026-04-26 16:01:06,2026-04-26,16,Pisco Sour,Bebidas,2,5500,11000,Debito
